"createdAt","id","text","displayTextRangeStart","displayTextRangeEnd","source","isTruncated","inReplyToStatusId","inReplyToUserId","isFavorited","isRetweeted","favoriteCount","place__name","place__countryCode","place__id","place__country","place__placeType","place__url","place__fullName","place__boundingBoxType","place__boundingBoxCoordinates__latitude","place__boundingBoxCoordinates__longitude","inReplyToScreenName","retweetCount","isPossiblySensitive","lang","userMentionEntities__name","userMentionEntities__screenName","userMentionEntities__id","userMentionEntities__start","userMentionEntities__end","urlEntities__url","urlEntities__expandedURL","urlEntities__displayURL","urlEntities__start","urlEntities__end","hashtagEntities__text","hashtagEntities__start","hashtagEntities__end","mediaEntities__id","mediaEntities__url","mediaEntities__mediaURL","mediaEntities__mediaURLHttps","mediaEntities__expandedURL","mediaEntities__displayURL","mediaEntities__sizes__|","mediaEntities__sizes__|__width","mediaEntities__sizes__|__height","mediaEntities__sizes__|__resize","mediaEntities__type","mediaEntities__videoAspectRatioWidth","mediaEntities__videoAspectRatioHeight","mediaEntities__videoDurationMillis","mediaEntities__start","mediaEntities__end","currentUserRetweetId","user__id","user__name","user__screenName","user__location","user__description","user__descriptionURLEntities__url","user__descriptionURLEntities__expandedURL","user__descriptionURLEntities__displayURL","user__descriptionURLEntities__start","user__descriptionURLEntities__end","user__urlEntity__url","user__urlEntity__expandedURL","user__urlEntity__displayURL","user__urlEntity__start","user__urlEntity__end","user__isContributorsEnabled","user__profileImageUrl","user__profileImageUrlHttps","user__isDefaultProfileImage","user__url","user__isProtected","user__followersCount","user__profileBackgroundColor","user__profileTextColor","user__profileLinkColor","user__profileSidebarFillColor","user__profileSidebarBorderColor","user__profileUseBackgroundImage","user__isDefaultProfile","user__showAllInlineMedia","user__friendsCount","user__createdAt","user__favouritesCount","user__utcOffset","user__profileBackgroundImageUrl","user__profileBackgroundImageUrlHttps","user__profileBannerImageUrl","user__profileBackgroundTiled","user__lang","user__statusesCount","user__isGeoEnabled","user__isVerified","user__translator","user__listedCount","user__isFollowRequestSent","quotedStatusId"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1200","675","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1296","729","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 20, 2018 10:23:08 AM","1053652845512126464","Checking out ESPN's college hoops power rankings, BYU in 2018-19 faces three top 20 teams (25 teams ranked): Zags 3… https://t.co/smdyYsyOaL","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","True","-1","-1","False","False","1","","","","","","","","","","","","0","False","en","","","","","","https://t.co/smdyYsyOaL","https://twitter.com/i/web/status/1053652845512126464","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","166372443","Greg Wrubell","gregwrubell","Utah, USA","Voice of the Cougars (Football, Men's Hoops, Women's Soccer); Dir. Broadcast Media, @BYUCougars. All BYU, all the time. Native Canadian, naturalized American.","","","","","","https://t.co/EJPuRQPxTh","http://byucougars.com","byucougars.com","0","23","False","http://pbs.twimg.com/profile_images/996111949506072576/0zKTAO4V_normal.jpg","https://pbs.twimg.com/profile_images/996111949506072576/0zKTAO4V_normal.jpg","False","https://t.co/EJPuRQPxTh","False","36193","ABB8C2","333333","1B95E0","C0DFEC","FFFFFF","False","False","False","382","Jul 13, 2010 8:25:32 PM","915","-1","http://abs.twimg.com/images/themes/theme15/bg.png","https://abs.twimg.com/images/themes/theme15/bg.png","https://pbs.twimg.com/profile_banners/166372443/1429805388","False","en","95358","True","True","False","742","False","-1"
"Oct 20, 2018 8:18:27 AM","1053621464874786818","Expectations keep on coming for #SJUBB. The great news is this team may be better than the hype. @mmeyersats… https://t.co/h85BheqKy9","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","True","-1","-1","False","False","2","","","","","","","","","","","","3","False","en","Mike Meyers","mmeyersats","225536488","97","108","https://t.co/h85BheqKy9","https://twitter.com/i/web/status/1053621464874786818","twitter.com/i/web/status/1…","110","133","SJUBB","32","38","","","","","","","","","","","","","","","","","-1","842865896871944193","Dennis J","dennisstjb","Virginia, USA","St John's grad. Die hard Redmen BB fan. Also, alumnus of St. Joseph's High, Metuchen, NJ. Following fellow alum's Jay Williams ESPN Jon Bon Jovi","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/952229477102309376/ZdHbLq1V_normal.jpg","https://pbs.twimg.com/profile_images/952229477102309376/ZdHbLq1V_normal.jpg","False","","False","98","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","483","Mar 17, 2017 6:31:04 PM","479","-1","","","","False","en","599","True","False","False","0","False","-1"
"Oct 20, 2018 7:59:44 AM","1053616755946381312","Nevada No. 4...GO PACK!  College hoops power rankings: The debate for No. 1 is on - via @ESPN App https://t.co/1kSpxBhCp2","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","ESPN","espn","2557521","88","93","https://t.co/1kSpxBhCp2","https://es.pn/2OsvUax","es.pn/2OsvUax","98","121","","","","","","","","","","","","","","","","","","","","-1","910229115088773120","Rodefer Gaming Law","RodeferLaw","Nevada, USA","Gaming law & regulation, licensing, taxation, audits, creation & implementation of gaming compliance programs, & federal anti-money laundering solutions","","","","","","https://t.co/qfhVJwxrFy","http://rodefergaminglaw.com","rodefergaminglaw.com","0","23","False","http://pbs.twimg.com/profile_images/910241144847589376/43Mt13TR_normal.jpg","https://pbs.twimg.com/profile_images/910241144847589376/43Mt13TR_normal.jpg","False","https://t.co/qfhVJwxrFy","False","72","000000","000000","1B95E0","000000","000000","False","False","False","678","Sep 19, 2017 3:48:27 PM","1147","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/910229115088773120/1505851440","False","en","1009","False","False","False","1","False","-1"
"Oct 20, 2018 4:26:05 AM","1053562988106530816","College hoops power rankings: The debate for No. 1 is on https://t.co/iMBYqBTMGw","-1","-1","<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/iMBYqBTMGw","http://www.espn.com/mens-college-basketball/story/_/id/24992844/college-basketball-preseason-power-rankings","espn.com/mens-college-b…","57","80","","","","","","","","","","","","","","","","","","","","-1","21011695","Guillermo Quiroz","billyqb","Mexico","Digital Marketing Specialist, Video, DSP, DMP, ROI, Attribution, E-commerce, Retargeting, . Lovin' & sharing!! ...want help or tips? I'll help you!","","","","","","https://t.co/7lMyGM5UEt","http://paper.li/billyqb","paper.li/billyqb","0","23","False","http://pbs.twimg.com/profile_images/1008917822850777090/PnvCPU0m_normal.jpg","https://pbs.twimg.com/profile_images/1008917822850777090/PnvCPU0m_normal.jpg","False","https://t.co/7lMyGM5UEt","False","1445","9AE4E8","000000","FA743E","E0FF92","87BC44","True","False","False","2787","Feb 16, 2009 1:38:35 PM","2679","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/21011695/1533845768","True","en","9326","False","False","False","198","False","-1"
"Oct 20, 2018 3:40:43 AM","1053551571546583041","Ce basket-là me fait désormais l'effet d'une friandise un peu hors du temps. Lointaine époque où les wonderboys de… https://t.co/b96FSqD6GC","-1","-1","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","True","-1","-1","False","False","1","","","","","","","","","","","","0","False","fr","","","","","","https://t.co/b96FSqD6GC","https://twitter.com/i/web/status/1053551571546583041","twitter.com/i/web/status/1…","116","139","","","","","","","","","","","","","","","","","","","","-1","128209711","jean luc thomas","jeanluct"," FRA","Raconteur passionné d'histoires vraies depuis 1975 (au Populaire du Centre,  L'Equipe, Histoires2...), vidéos, tango, basket, america latina","","","","","","http://t.co/fqhevp4Tsp","http://www.histoires2.com","histoires2.com","0","22","False","http://pbs.twimg.com/profile_images/840341584/photo_recadre_normal.JPG","https://pbs.twimg.com/profile_images/840341584/photo_recadre_normal.JPG","False","http://t.co/fqhevp4Tsp","False","3128","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","368","Mar 31, 2010 8:50:23 AM","168","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","fr","3548","True","False","False","124","False","-1"
"Oct 20, 2018 3:19:12 AM","1053546155488043008","College hoops power rankings: The debate for No. 1 is on https://t.co/w8ydy7Egxw","-1","-1","<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/w8ydy7Egxw","https://ift.tt/2Aiench","ift.tt/2Aiench","57","80","","","","","","","","","","","","","","","","","","","","-1","23294757","Manolis Koutselakis","manolhs","Kourmouli 69, Rethymno 74100","Social networking, iPhone and Mac enthusiast","","","","","","https://t.co/lhlOo1Dfj3","http://traditional-cretan-music.blogspot.gr","traditional-cretan-music.blogspot.gr","0","23","False","http://pbs.twimg.com/profile_images/438735134754631681/he1IH0F8_normal.jpeg","https://pbs.twimg.com/profile_images/438735134754631681/he1IH0F8_normal.jpeg","False","https://t.co/lhlOo1Dfj3","False","1728","0F0A02","8A7302","473623","171106","BCB302","True","False","False","606","Mar 8, 2009 6:16:22 AM","423","-1","http://abs.twimg.com/images/themes/theme2/bg.gif","https://abs.twimg.com/images/themes/theme2/bg.gif","https://pbs.twimg.com/profile_banners/23294757/1351878212","False","en","967644","True","False","False","160","False","-1"
"Oct 20, 2018 12:59:16 AM","1053510943416766464","University of Nevada Wolfpack Basketball Team 4th In @ESPN 2018 NCAA PreSeason Rankings #NevadaBasketball #Nevada… https://t.co/lliWFgLLAu","-1","-1","<a href=""https://bitly.com/"" rel=""nofollow"">Bitly</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","ESPN","espn","2557521","53","58","https://t.co/lliWFgLLAu","https://twitter.com/i/web/status/1053510943416766464","twitter.com/i/web/status/1…","115","138","NevadaBasketball","88","105","","","","","","","","","","","","","","","","","-1","39719974","John Brown","JohnBrownPJ","Cambodia","Photographer / Photojournalist / Writer in Cambodia & Southeast Asia Environment, Poverty Reduction, Hunger, Child Labor","","","","","","https://t.co/PTiBkpYcQE","http://cambodiaphotographer.photoshelter.com/gallery/SELECTED-PHOTOS/G0000RLGbLkKnbUM/","cambodiaphotographer.photoshelter.com/gallery/SELECT…","0","23","False","http://pbs.twimg.com/profile_images/427169211/JB0400331_normal.jpg","https://pbs.twimg.com/profile_images/427169211/JB0400331_normal.jpg","False","https://t.co/PTiBkpYcQE","False","7826","022330","333333","0084B4","C0DFEC","A8C7F7","True","False","False","4868","May 13, 2009 5:31:28 AM","7567","-1","http://abs.twimg.com/images/themes/theme15/bg.png","https://abs.twimg.com/images/themes/theme15/bg.png","https://pbs.twimg.com/profile_banners/39719974/1472896885","True","en","22554","True","False","False","367","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Nevada","106","113","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 19, 2018 10:07:06 PM","1053467612976418816","Three SEC schools in the top 10 and six in the top 25?? If I didn't know better, I would say this is a football pol… https://t.co/HmAKjC7d6k","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","True","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/HmAKjC7d6k","https://twitter.com/i/web/status/1053467612976418816","twitter.com/i/web/status/1…","117","140","","","","","","","","","","","","","","","","","","","","-1","748365642","Will Engle","WillEngle","Central Kentucky","Love God, Love People. Husband & Daddy. Trying to make a difference. Go Cubs Go","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/894665715713748992/qv55IRhy_normal.jpg","https://pbs.twimg.com/profile_images/894665715713748992/qv55IRhy_normal.jpg","False","","False","202","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","596","Aug 9, 2012 9:53:56 PM","428","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/748365642/1536617779","False","en","575","False","False","False","6","False","-1"
"Oct 19, 2018 9:23:42 PM","1053456693085065217","Power rankings: The debate for No. 1 is on https://t.co/VpMc8YsemV\nvia @ESPN App https://t.co/49zYvkzxnV","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","ESPN","espn","2557521","71","76","https://t.co/VpMc8YsemV","https://es.pn/2OsvUax","es.pn/2OsvUax","43","66","","","","","","","","","","","","","","","","","","","","-1","2745854921","⚡ThunderUp⚡","SteelCityPride8","United States","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/989322783283994624/lMrzCKfp_normal.jpg","https://pbs.twimg.com/profile_images/989322783283994624/lMrzCKfp_normal.jpg","False","","False","615","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","300","Aug 17, 2014 7:51:05 PM","19587","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","","False","en","32358","False","False","False","48","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","https://t.co/49zYvkzxnV","http://es.pn/app","es.pn/app","81","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 19, 2018 8:16:23 PM","1053439753863995393","@tannerg_24 https://t.co/2GZWqtFFAb","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","1053438852466204673","47666009","False","False","2","","","","","","","","","","","tannerg_24","0","False","und","Tanner Giammichele [LTC]","tannerg_24","47666009","0","11","https://t.co/2GZWqtFFAb","https://es.pn/2OsvUax","es.pn/2OsvUax","12","35","","","","","","","","","","","","","","","","","","","","-1","2418088938","'Cuse Army 🍊","Cuse_army","Syracuse, NY","Join the #CuseTwitterArmy movement","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/942159670730518535/gezJySNC_normal.jpg","https://pbs.twimg.com/profile_images/942159670730518535/gezJySNC_normal.jpg","False","","False","4305","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","4076","Mar 29, 2014 6:54:29 PM","728","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/2418088938/1448410962","False","en","2820","True","False","False","14","False","-1"
"Oct 19, 2018 8:07:27 PM","1053437504836104192","Nevada Wolf Pack #4 in @ESPN’s preseason power rankings. Nevada and Gonzaga smooshed between the blue bloods. Last… https://t.co/bE0osP8zVX","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","True","-1","-1","False","False","2","","","","","","","","","","","","1","False","en","ESPN","espn","2557521","23","28","https://t.co/bE0osP8zVX","https://twitter.com/i/web/status/1053437504836104192","twitter.com/i/web/status/1…","116","139","","","","","","","","","","","","","","","","","","","","-1","32361430","Garrett Reid","Garredom","","Northern Nevada grown. Nevada Wolf Pack basketball and football writer @MWCwire","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/931044116347076610/FXK2Uf0g_normal.jpg","https://pbs.twimg.com/profile_images/931044116347076610/FXK2Uf0g_normal.jpg","False","","False","129","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","122","Apr 17, 2009 6:20:17 AM","1354","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/32361430/1537828018","False","en","345","False","False","False","0","False","-1"
"Oct 19, 2018 7:26:10 PM","1053427114408583168","KU, UK top college basketball preseason power rankings - via @ESPN App https://t.co/QIglowa4jX","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","ESPN","espn","2557521","61","66","https://t.co/QIglowa4jX","https://es.pn/2OsvUax","es.pn/2OsvUax","71","94","","","","","","","","","","","","","","","","","","","","-1","764843046","Jason Dillon","jasman777","Nashville native. Boston heart","","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/997942341741641728/FTBWQ2Fd_normal.jpg","https://pbs.twimg.com/profile_images/997942341741641728/FTBWQ2Fd_normal.jpg","False","","False","1363","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","1207","Aug 17, 2012 9:55:36 PM","26332","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/764843046/1518995887","False","en","11588","False","False","False","13","False","-1"
"Oct 19, 2018 7:06:46 PM","1053422231349612545","College hoops power rankings: The debate for No. 1 is on https://t.co/krmOWJsyRM #getbetter","-1","-1","<a href=""https://paper.li"" rel=""nofollow"">Paper.li</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/krmOWJsyRM","http://www.espn.com/mens-college-basketball/story/_/id/24992844/college-basketball-preseason-power-rankings","espn.com/mens-college-b…","57","80","getbetter","81","91","","","","","","","","","","","","","","","","","-1","984555749740302336","@TheCollegiateSportsJournal","TheCollegiateSJ","Clayton, NC","Love college sports? Of course you do. Material here you just won't find elsewhere. An '84 SC grad. Former member of WUSC Sports Staff. \n-Wayne Smoak","","","","","","https://t.co/7CzR0g956e","http://thecollegiatesportsjournal.com","thecollegiatesportsjournal.com","0","23","False","http://pbs.twimg.com/profile_images/1039123879099289600/wiSgB5gu_normal.jpg","https://pbs.twimg.com/profile_images/1039123879099289600/wiSgB5gu_normal.jpg","False","https://t.co/7CzR0g956e","False","225","000000","000000","1B95E0","000000","000000","False","False","False","1493","Apr 12, 2018 6:15:57 PM","57","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/984555749740302336/1536581381","False","en","3819","False","False","False","0","False","-1"
"Oct 19, 2018 5:14:43 PM","1053394032703852544","KU, UK top college basketball preseason power rankings. https://t.co/HGs17pXE2R","-1","-1","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/HGs17pXE2R","https://es.pn/2OsvUax","es.pn/2OsvUax","56","79","","","","","","","","","","","","","","","","","","","","-1","453479938","Andrew Hazard","AndrewOHazard","","Professional Journalist. Graduate student @MedillSchool @NorthwesternU. @SacState alumnus. Big sports fan.","","","","","","https://t.co/pjdAnPtNb6","http://www.youtube.com/user/drewbob201011","youtube.com/user/drewbob20…","0","23","False","http://pbs.twimg.com/profile_images/777631710624133120/8DW8xXZl_normal.jpg","https://pbs.twimg.com/profile_images/777631710624133120/8DW8xXZl_normal.jpg","False","https://t.co/pjdAnPtNb6","False","1581","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","4850","Jan 2, 2012 6:50:56 PM","631","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/453479938/1476566950","False","en","34386","True","False","False","55","False","-1"
"Oct 19, 2018 4:20:36 PM","1053380414604300290","KU, UK top college basketball preseason power rankings - via @ESPN App https://t.co/nP9gvlnIVP","-1","-1","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","ESPN","espn","2557521","61","66","https://t.co/nP9gvlnIVP","https://es.pn/2OsvUax","es.pn/2OsvUax","71","94","","","","","","","","","","","","","","","","","","","","-1","813680113","CHRIS TAROSKY","bucmania1978","Pittsburgh","Bucs fan for 41 years. Walking sports encyclopedia. Love the Tampa Bay Bucs  and UK b ball. Oregon Ducks football fan. Pens fan. GnR lunatic since '87. Lakers!","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/2593545283/oldbucslogo_normal.jpg","https://pbs.twimg.com/profile_images/2593545283/oldbucslogo_normal.jpg","False","","False","57","C0DEED","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","336","Sep 9, 2012 2:49:14 PM","2097","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/813680113/1537651969","False","en","2702","True","False","False","0","False","-1"
"Oct 19, 2018 3:58:30 PM","1053374853250772994","@ESPN's Power Rankings\n\n1️⃣4️⃣ Virginia Tech 💪\n\n""One of the most versatile players in the ACC in Chris Clarke (… https://t.co/ktAW0aEk0T","-1","-1","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","True","-1","2557521","False","False","55","","","","","","","","","","","espn","15","False","en","ESPN","espn","2557521","0","5","https://t.co/ktAW0aEk0T","https://twitter.com/i/web/status/1053374853250772994","twitter.com/i/web/status/1…","113","136","","","","","","","","","","","","","","","","","","","","-1","243791036","Virginia Tech Men's Basketball","HokiesMBB","Cassell Coliseum","The official account of Virginia Tech Basketball | Led by @TeamCoachBuzz | #getBETTER | #ThisIsHome","","","","","","https://t.co/xunbnpGjrs","http://vthoki.es/mbasketball","vthoki.es/mbasketball","0","23","False","http://pbs.twimg.com/profile_images/1042485943574454273/zgm3Yew9_normal.jpg","https://pbs.twimg.com/profile_images/1042485943574454273/zgm3Yew9_normal.jpg","False","https://t.co/xunbnpGjrs","False","28468","6E2A3C","333333","D5441C","DDEEF6","FFFFFF","True","False","False","138","Jan 27, 2011 3:36:08 PM","3454","-1","http://abs.twimg.com/images/themes/theme1/bg.png","https://abs.twimg.com/images/themes/theme1/bg.png","https://pbs.twimg.com/profile_banners/243791036/1499789826","True","en","11992","True","True","False","337","False","-1"
"Oct 19, 2018 3:24:54 PM","1053366398670553088","Power rankings: The debate for No. 1 is on https://t.co/cmRoHC5hqN\nvia @ESPN App https://t.co/rzg2EkXXwj","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","0","Clarksburg","US","c777b45fa7b82290","United States","city","https://api.twitter.com/1.1/geo/id/c777b45fa7b82290.json","Clarksburg, WV","Polygon","39.262118","-80.3818078","","0","False","en","ESPN","espn","2557521","71","76","https://t.co/cmRoHC5hqN","https://es.pn/2OsvUax","es.pn/2OsvUax","43","66","","","","","","","","","","","","","","","","","","","","-1","901590245505986560","Mountaineer for Life","67_mountaineer","West Virginia, USA","WVU,Steelers,Pirates,Penguins\n😃😃Weirdo from birth 😃😃\n☕☕ Coffee Lover ☕☕","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1046141715994873857/OqGKgBw3_normal.jpg","https://pbs.twimg.com/profile_images/1046141715994873857/OqGKgBw3_normal.jpg","False","","False","320","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","1501","Aug 26, 2017 7:40:40 PM","8568","-1","","","https://pbs.twimg.com/profile_banners/901590245505986560/1538943228","False","en","5871","True","False","False","4","False","-1"
"","","","","","","","","","","","","","","","","","","","","39.262118","-80.2775723","","","","","","","","","","https://t.co/rzg2EkXXwj","http://es.pn/app","es.pn/app","81","104","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","39.3139763","-80.2775723","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","39.3139763","-80.3818078","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 19, 2018 2:42:04 PM","1053355618323447808","College hoops power rankings: The debate for No. 1 is on https://t.co/mHFnEfGZRE https://t.co/8rEZBu3ZQV","-1","-1","<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>","False","-1","-1","False","False","0","","","","","","","","","","","","0","False","en","","","","","","https://t.co/mHFnEfGZRE","http://www.espn.com/mens-college-basketball/story/_/id/24992844/college-basketball-preseason-power-rankings?utm_source=dlvr.it&utm_medium=twitter","espn.com/mens-college-b…","57","80","","","","1053355616377364480","https://t.co/8rEZBu3ZQV","http://pbs.twimg.com/media/Dp5FWihV4AAk_N4.jpg","https://pbs.twimg.com/media/Dp5FWihV4AAk_N4.jpg","https://twitter.com/entertainTXT/status/1053355618323447808/photo/1","pic.twitter.com/8rEZBu3ZQV","0","150","150","101","photo","0","0","0","81","104","-1","902742509134249988","entertainament","entertainTXT","","Entertainment : sports, music, films, news Etc, Etc, Etc.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/902745817697705988/1EPHy0XZ_normal.jpg","https://pbs.twimg.com/profile_images/902745817697705988/1EPHy0XZ_normal.jpg","False","","False","17","F5F8FA","333333","1DA1F2","DDEEF6","C0DEED","True","True","False","223","Aug 29, 2017 11:59:21 PM","3","-1","","","","False","es","3339","False","False","False","0","False","-1"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","680","383","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","1200","675","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","1296","729","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Oct 19, 2018 2:38:46 PM","1053354786127597568","I can't even take ESPN seriously with this list.  College hoops power rankings https://t.co/WXhqhS0PrE\nvia @ESPN","-1","-1","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","False","-1","-1","False","False","3","Texas","US","e0060cda70f5f341","United States","admin","https://api.twitter.com/1.1/geo/id/e0060cda70f5f341.json","Texas, USA","Polygon","25.837092","-106.645646","","0","False","en","ESPN","espn","2557521","107","112","https://t.co/WXhqhS0PrE","https://es.pn/2OsvUax","es.pn/2OsvUax","79","102","","","","","","","","","","","","","","","","","","","","-1","26244934","Ms.Shelton","GruvyGurl","Lubbock, TX","#1 fan of the SPC Texans & Texas Tech Red Raiders. The luckiest girl alive. I do what I want. I like to cheer. I'm a Reiki Master & English Prof.","","","","","","","","","","","False","http://pbs.twimg.com/profile_images/1008019750172135424/Yk8XoJ3E_normal.jpg","https://pbs.twimg.com/profile_images/1008019750172135424/Yk8XoJ3E_normal.jpg","False","","False","448","642D8B","3D1957","FF0000","7AC3EE","65B0DA","True","False","False","1281","Mar 24, 2009 10:19:32 AM","26007","-1","http://abs.twimg.com/images/themes/theme10/bg.gif","https://abs.twimg.com/images/themes/theme10/bg.gif","https://pbs.twimg.com/profile_banners/26244934/1524076037","True","en","8368","True","False","False","10","False","-1"
